State,County,City,ZIP Code,Estimated Population,Zone ID,Zone Target Pop,Status,Showcase Business Name,Showcase Street,Showcase City,Showcase State,Showcase Zip
AL,Jefferson,Birmingham,35233,1308,BIR-B,955917,Available,,,,,
AL,Jefferson,Birmingham,35234,6311,BIR-B,955917,Available,,,,,
AL,Jefferson,Birmingham,35235,19484,BIR-B,955917,Available,,,,,
AL,Shelby,Birmingham,35242,49545,BIR-A,955917,Available,,,,,
AL,Jefferson,Birmingham,35243,17328,BIR-B,955917,Available,,,,,
AL,Jefferson,Birmingham,35244,32390,BIR-B,955917,Available,,,,,
AL,Jefferson,Birmingham,35254,1403,BIR-B,955917,Available,,,,,
AL,Tuscaloosa,Tuscaloosa,35401,39878,BIR-B,955917,Available,,,,,
AL,Tuscaloosa,Tuscaloosa,35404,21251,BIR-B,955917,Available,,,,,
AL,Tuscaloosa,Tuscaloosa,35405,37661,BIR-B,955917,Available,,,,,
AL,Tuscaloosa,Tuscaloosa,35406,13864,BIR-B,955917,Available,,,,,
AL,Hale,Akron,35441,1060,MOB-A,955917,Available,,,,,
AL,Pickens,Aliceville,35442,4972,BIR-B,955917,Available,,,,,
AL,Greene,Boligee,35443,2009,BIR-B,955917,Available,,,,,
AL,Tuscaloosa,Brookwood,35444,3699,BIR-B,955917,Available,,,,,
AL,Tuscaloosa,Buhl,35446,2234,BIR-B,955917,Available,,,,,
AL,Pickens,Carrollton,35447,3460,BIR-B,955917,Available,,,,,
AL,Tuscaloosa,Coker,35452,3880,BIR-B,955917,Available,,,,,
AL,Tuscaloosa,Cottondale,35453,11127,BIR-B,955917,Available,,,,,
AL,Tuscaloosa,Duncanville,35456,3759,BIR-B,955917,Available,,,,,
AL,Tuscaloosa,Echola,35457,82,BIR-B,955917,Available,,,,,
AL,Tuscaloosa,Elrod,35458,594,BIR-B,955917,Available,,,,,
AL,Sumter,Emelle,35459,872,BIR-B,955917,Available,,,,,
AL,Sumter,Epes,35460,834,BIR-B,955917,Available,,,,,
AL,Pickens,Ethelsville,35461,1952,BIR-B,955917,Available,,,,,
AL,Greene,Eutaw,35462,5061,BIR-B,955917,Available,,,,,
AL,Tuscaloosa,Fosters,35463,1749,BIR-B,955917,Available,,,,,
AL,Sumter,Gainesville,35464,654,BIR-B,955917,Available,,,,,
AL,Pickens,Gordo,35466,6075,BIR-B,955917,Available,,,,,
AL,Greene,Knoxville,35469,221,BIR-B,955917,Available,,,,,
AL,Sumter,Livingston,35470,5468,BIR-B,955917,Available,,,,,
AL,Tuscaloosa,Northport,35473,14909,BIR-B,955917,Available,,,,,
AL,Hale,Moundville,35474,6180,MOB-A,955917,Available,,,,,
AL,Tuscaloosa,Northport,35475,14507,BIR-B,955917,Available,,,,,
AL,Tuscaloosa,Northport,35476,8106,BIR-B,955917,Available,,,,,
AL,Sumter,Panola,35477,335,BIR-B,955917,Available,,,,,
AL,Tuscaloosa,Ralph,35480,1343,BIR-B,955917,Available,,,,,
AL,Pickens,Reform,35481,3668,BIR-B,955917,Available,,,,,
AL,Tuscaloosa,Vance,35490,3857,BIR-B,955917,Available,,,,,
AL,Walker,Jasper,35501,10424,BIR-B,955917,Available,,,,,
AL,Walker,Jasper,35503,9068,BIR-B,955917,Available,,,,,
AL,Walker,Jasper,35504,13596,BIR-B,955917,Available,,,,,
AL,Winston,Addison,35540,2415,BIR-B,955917,Available,,,,,
AL,Winston,Arley,35541,3597,BIR-B,955917,Available,,,,,
AL,Fayette,Bankston,35542,1021,BIR-B,955917,Available,,,,,
AL,Marion,Bear Creek,35543,1137,BIR-B,955917,Available,,,,,
AL,Lamar,Beaverton,35544,673,BIR-B,955917,Available,,,,,
AL,Fayette,Belk,35545,100,BIR-B,955917,Available,,,,,
AL,Fayette,Berry,35546,3901,BIR-B,955917,Available,,,,,
AL,Marion,Brilliant,35548,1558,BIR-B,955917,Available,,,,,
AL,Walker,Carbon Hill,35549,4341,BIR-B,955917,Available,,,,,
AL,Walker,Cordova,35550,5605,BIR-B,955917,Available,,,,,
AL,Lamar,Detroit,35552,1044,BIR-B,955917,Available,,,,,
AL,Winston,Double Springs,35553,4680,BIR-B,955917,Available,,,,,
AL,Marion,Eldridge,35554,1186,BIR-B,955917,Available,,,,,
AL,Fayette,Fayette,35555,10177,BIR-B,955917,Available,,,,,
AL,Fayette,Glen Allen,35559,57,BIR-B,955917,Available,,,,,
AL,Marion,Guin,35563,4340,BIR-B,955917,Available,,,,,
AL,Marion,Hackleburg,35564,2361,BIR-B,955917,Available,,,,,
AL,Winston,Haleyville,35565,13485,BIR-B,955917,Available,,,,,
AL,Marion,Hamilton,35570,11145,BIR-B,955917,Available,,,,,
AL,Franklin,Hodges,35571,895,BIR-B,955917,Available,,,,,
AL,Winston,Houston,35572,1131,BIR-B,955917,Available,,,,,
AL,Fayette,Kennedy,35574,1507,BIR-B,955917,Available,,,,,
AL,Winston,Lynn,35575,1018,BIR-B,955917,Available,,,,,
AL,Lamar,Millport,35576,3217,BIR-B,955917,Available,,,,,
AL,Winston,Natural Bridge,35577,38,BIR-B,955917,Available,,,,,
AL,Walker,Nauvoo,35578,5833,BIR-B,955917,Available,,,,,
AL,Walker,Oakman,35579,3136,BIR-B,955917,Available,,,,,
AL,Walker,Parrish,35580,3791,BIR-B,955917,Available,,,,,
AL,Franklin,Phil Campbell,35581,5778,BIR-B,955917,Available,,,,,
AL,Franklin,Red Bay,35582,4093,BIR-B,955917,Available,,,,,
AL,Walker,Sipsey,35584,460,BIR-B,955917,Available,,,,,
AL,Franklin,Spruce Pine,35585,1418,BIR-B,955917,Available,,,,,
AL,Lamar,Sulligent,35586,4469,BIR-B,955917,Available,,,,,
AL,Walker,Townley,35587,1025,BIR-B,955917,Available,,,,,
AL,Lamar,Vernon,35592,4664,BIR-B,955917,Available,,,,,
AL,Franklin,Vina,35593,1931,BIR-B,955917,Available,,,,,
AL,Marion,Winfield,35594,7794,BIR-B,955917,Available,,,,,
AL,Morgan,Decatur,35601,34434,HUN-A,955917,Available,,,,,
AL,Morgan,Decatur,35603,30545,HUN-A,955917,Available,,,,,
AL,Lauderdale,Anderson,35610,2252,HUN-A,955917,Available,,,,,
AL,Limestone,Athens,35611,25251,HUN-A,955917,Available,,,,,
AL,Limestone,Athens,35613,20546,HUN-A,955917,Available,,,,,
AL,Limestone,Athens,35614,7456,HUN-A,955917,Available,,,,,
AL,Limestone,Belle Mina,35615,68,HUN-A,955917,Available,,,,,
AL,Colbert,Cherokee,35616,4043,HUN-A,955917,Available,,,,,
AL,Lawrence,Courtland,35618,1870,HUN-A,955917,Available,,,,,
AL,Morgan,Danville,35619,5135,HUN-A,955917,Available,,,,,
AL,Limestone,Elkmont,35620,8868,HUN-A,955917,Available,,,,,
AL,Morgan,Eva,35621,2852,HUN-A,955917,Available,,,,,
AL,Morgan,Falkville,35622,7388,HUN-A,955917,Available,,,,,
AL,Lauderdale,Florence,35630,32629,HUN-A,955917,Available,,,,,
AL,Lauderdale,Florence,35633,20877,HUN-A,955917,Available,,,,,
AL,Lauderdale,Florence,35634,9711,HUN-A,955917,Available,,,,,
AL,Morgan,Hartselle,35640,24267,HUN-A,955917,Available,,,,,
AL,Lawrence,Hillsboro,35643,2941,HUN-A,955917,Available,,,,,
AL,Lauderdale,Killen,35645,14060,HUN-A,955917,Available,,,,,
AL,Colbert,Leighton,35646,4635,HUN-A,955917,Available,,,,,
AL,Limestone,Lester,35647,1030,HUN-A,955917,Available,,,,,
AL,Lauderdale,Lexington,35648,3635,HUN-A,955917,Available,,,,,
AL,Limestone,Mooresville,35649,68,HUN-A,955917,Available,,,,,
AL,Lawrence,Moulton,35650,13971,HUN-A,955917,Available,,,,,
AL,Lawrence,Mount Hope,35651,1312,HUN-A,955917,Available,,,,,
AL,Lauderdale,Rogersville,35652,8190,HUN-A,955917,Available,,,,,
AL,Franklin,Russellville,35653,11150,BIR-B,955917,Available,,,,,
AL,Franklin,Russellville,35654,8685,BIR-B,955917,Available,,,,,
AL,Colbert,Sheffield,35660,9042,HUN-A,955917,Available,,,,,
AL,Colbert,Muscle Shoals,35661,16617,HUN-A,955917,Available,,,,,
AL,Morgan,Somerville,35670,7676,HUN-A,955917,Available,,,,,
AL,Limestone,Tanner,35671,2107,HUN-A,955917,Available,,,,,
AL,Lawrence,Town Creek,35672,6445,HUN-A,955917,Available,,,,,
AL,Lawrence,Trinity,35673,8199,HUN-A,955917,Available,,,,,
AL,Colbert,Tuscumbia,35674,18475,HUN-A,955917,Available,,,,,
AL,Lauderdale,Waterloo,35677,1921,HUN-A,955917,Available,,,,,
AL,Limestone,Ardmore,35739,5146,HUN-A,955917,Available,,,,,
AL,Jackson,Bridgeport,35740,3482,HUN-A,955917,Available,,,,,
AL,Madison,Brownsboro,35741,2933,HUN-A,955917,Available,,,,,
AL,Jackson,Dutton,35744,2570,HUN-A,955917,Available,,,,,
AL,Jackson,Estillfork,35745,288,HUN-A,955917,Available,,,,,
AL,Jackson,Fackler,35746,856,HUN-A,955917,Available,,,,,
AL,Marshall,Grant,35747,5901,HUN-A,955917,Available,,,,,
AL,Madison,Gurley,35748,6276,HUN-A,955917,Available,,,,,
AL,Madison,Harvest,35749,20575,HUN-A,955917,Available,,,,,
AL,Madison,Hazel Green,35750,12783,HUN-A,955917,Available,,,,,
AL,Jackson,Hollytree,35751,265,HUN-A,955917,Available,,,,,
AL,Jackson,Hollywood,35752,2047,HUN-A,955917,Available,,,,,
AL,Morgan,Laceys Spring,35754,5362,HUN-A,955917,Available,,,,,
AL,Marshall,Langston,35755,586,HUN-A,955917,Available,,,,,
AL,Limestone,Madison,35756,9016,HUN-A,955917,Available,,,,,
AL,Madison,Madison,35757,12840,HUN-A,955917,Available,,,,,
AL,Madison,Madison,35758,41875,HUN-A,955917,Available,,,,,
AL,Madison,Meridianville,35759,6406,HUN-A,955917,Available,,,,,
AL,Madison,New Hope,35760,5065,HUN-A,955917,Available,,,,,
AL,Madison,New Market,35761,11630,HUN-A,955917,Available,,,,,
AL,Madison,Owens Cross Roads,35763,14216,HUN-A,955917,Available,,,,,
AL,Jackson,Paint Rock,35764,653,HUN-A,955917,Available,,,,,
AL,Jackson,Pisgah,35765,4013,HUN-A,955917,Available,,,,,
AL,Jackson,Princeton,35766,150,HUN-A,955917,Available,,,,,
AL,Jackson,Scottsboro,35768,11581,HUN-A,955917,Available,,,,,
AL,Jackson,Scottsboro,35769,9537,HUN-A,955917,Available,,,,,
AL,Jackson,Section,35771,3645,HUN-A,955917,Available,,,,,
AL,Jackson,Stevenson,35772,4908,HUN-A,955917,Available,,,,,
AL,Madison,Toney,35773,13018,HUN-A,955917,Available,,,,,
AL,Jackson,Trenton,35774,165,HUN-A,955917,Available,,,,,
AL,Morgan,Valhermoso Springs,35775,636,HUN-A,955917,Available,,,,,
AL,Jackson,Woodville,35776,3395,HUN-A,955917,Available,,,,,
AL,Madison,Huntsville,35801,21509,HUN-A,955917,Available,,,,,
AL,Madison,Huntsville,35802,21297,HUN-A,955917,Available,,,,,
AL,Madison,Huntsville,35803,25471,HUN-A,955917,Available,,,,,
AL,Madison,Huntsville,35805,22498,HUN-A,955917,Available,,,,,
AL,Madison,Huntsville,35806,18951,HUN-A,955917,Available,,,,,
AL,Madison,Huntsville,35808,1946,HUN-A,955917,Available,,,,,
AL,Madison,Huntsville,35810,30617,HUN-A,955917,Available,,,,,
AL,Madison,Huntsville,35811,25955,HUN-A,955917,Available,,,,,
AL,Madison,Huntsville,35816,15228,HUN-A,955917,Available,,,,,
AL,Madison,Huntsville,35824,6070,HUN-A,955917,Available,,,,,
AL,Madison,Huntsville,35896,636,HUN-A,955917,Available,,,,,
AL,Etowah,Gadsden,35901,20045,HUN-A,955917,Available,,,,,
AL,Etowah,Gadsden,35903,18088,HUN-A,955917,Available,,,,,
AL,Etowah,Gadsden,35904,14194,HUN-A,955917,Available,,,,,
AL,Etowah,Gadsden,35905,6410,HUN-A,955917,Available,,,,,
AL,Etowah,Rainbow City,35906,9897,HUN-A,955917,Available,,,,,
AL,Etowah,Gadsden,35907,8345,HUN-A,955917,Available,,,,,
AL,Marshall,Albertville,35950,20826,HUN-A,955917,Available,,,,,
AL,Marshall,Albertville,35951,13098,HUN-A,955917,Available,,,,,
AL,Etowah,Altoona,35952,7727,HUN-A,955917,Available,,,,,
AL,St. Clair,Ashville,35953,7319,BIR-A,955917,Available,,,,,
AL,Etowah,Attalla,35954,12416,HUN-A,955917,Available,,,,,
AL,Etowah,Boaz,35956,8842,HUN-A,955917,Available,,,,,
AL,Marshall,Boaz,35957,15693,HUN-A,955917,Available,,,,,
AL,Jackson,Bryant,35958,3582,HUN-A,955917,Available,,,,,
AL,Cherokee,Cedar Bluff,35959,4836,HUN-A,955917,Available,,,,,
AL,Cherokee,Centre,35960,10087,HUN-A,955917,Available,,,,,
AL,Cherokee,Collinsville,35961,6514,HUN-A,955917,Available,,,,,
AL,DeKalb,Crossville,35962,8300,HUN-A,955917,Available,,,,,
AL,DeKalb,Dawson,35963,1704,HUN-A,955917,Available,,,,,
AL,Jackson,Flat Rock,35966,3914,HUN-A,955917,Available,,,,,
AL,DeKalb,Fort Payne,35967,16630,HUN-A,955917,Available,,,,,
AL,DeKalb,Fort Payne,35968,4575,HUN-A,955917,Available,,,,,
AL,DeKalb,Fyffe,35971,4914,HUN-A,955917,Available,,,,,
AL,Etowah,Gallant,35972,1139,HUN-A,955917,Available,,,,,
AL,Cherokee,Gaylesville,35973,2870,HUN-A,955917,Available,,,,,
AL,DeKalb,Geraldine,35974,1589,HUN-A,955917,Available,,,,,
AL,DeKalb,Groveoak,35975,1058,HUN-A,955917,Available,,,,,
AL,Marshall,Guntersville,35976,16272,HUN-A,955917,Available,,,,,
AL,DeKalb,Henagar,35978,5390,HUN-A,955917,Available,,,,,
AL,DeKalb,Higdon,35979,1398,HUN-A,955917,Available,,,,,
AL,Marshall,Horton,35980,5161,HUN-A,955917,Available,,,,,
AL,DeKalb,Ider,35981,2141,HUN-A,955917,Available,,,,,
AL,Cherokee,Leesburg,35983,3738,HUN-A,955917,Available,,,,,
AL,DeKalb,Mentone,35984,1889,HUN-A,955917,Available,,,,,
AL,DeKalb,Rainsville,35986,7744,HUN-A,955917,Available,,,,,
AL,St. Clair,Steele,35987,2666,BIR-A,955917,Available,,,,,
AL,DeKalb,Sylvania,35988,1940,HUN-A,955917,Available,,,,,
AL,DeKalb,Valley Head,35989,3573,HUN-A,955917,Available,,,,,
AL,Etowah,Walnut Grove,35990,38,HUN-A,955917,Available,,,,,
AL,Autauga,Autaugaville,36003,1975,MON-A,955917,Available,,,,,
AL,Pike,Banks,36005,1522,MON-A,955917,Available,,,,,
AL,Autauga,Billingsley,36006,1313,MON-A,955917,Available,,,,,
AL,Crenshaw,Brantley,36009,2566,MON-A,955917,Available,,,,,
AL,Pike,Brundidge,36010,4677,MON-A,955917,Available,,,,,
AL,Montgomery,Cecil,36013,562,MON-A,955917,Available,,,,,
AL,Barbour,Clayton,36016,5150,HUN-A,955917,Available,,,,,
AL,Barbour,Clio,36017,3318,HUN-A,955917,Available,,,,,
AL,Elmore,Coosada,36020,1123,MON-A,955917,Available,,,,,
AL,Elmore,Deatsville,36022,13092,MON-A,955917,Available,,,,,
AL,Elmore,Eclectic,36024,5428,MON-A,955917,Available,,,,,
AL,Elmore,Elmore,36025,5729,MON-A,955917,Available,,,,,
AL,Coosa,Equality,36026,1089,BIR-A,955917,Available,,,,,
AL,Barbour,Eufaula,36027,16261,HUN-A,955917,Available,,,,,
AL,Covington,Dozier,36028,1746,MON-A,955917,Available,,,,,
AL,Bullock,Fitzpatrick,36029,723,MON-A,955917,Available,,,,,
AL,Butler,Forest Home,36030,491,HUN-A,955917,Available,,,,,
AL,Macon,Fort Davis,36031,156,MON-A,955917,Available,,,,,
AL,Lowndes,Fort Deposit,36032,2339,MON-A,955917,Available,,,,,
AL,Butler,Georgiana,36033,4299,HUN-A,955917,Available,,,,,
AL,Pike,Glenwood,36034,807,MON-A,955917,Available,,,,,
AL,Pike,Goshen,36035,1913,MON-A,955917,Available,,,,,
AL,Montgomery,Grady,36036,2003,MON-A,955917,Available,,,,,
AL,Butler,Greenville,36037,14074,HUN-A,955917,Available,,,,,
AL,Covington,Gantt,36038,57,MON-A,955917,Available,,,,,
AL,Macon,Hardaway,36039,253,MON-A,955917,Available,,,,,
AL,Lowndes,Hayneville,36040,3976,MON-A,955917,Available,,,,,
AL,Crenshaw,Highland Home,36041,1318,MON-A,955917,Available,,,,,
AL,Crenshaw,Honoraville,36042,1500,MON-A,955917,Available,,,,,
AL,Montgomery,Hope Hull,36043,3666,MON-A,955917,Available,,,,,
AL,Crenshaw,Lapine,36046,1490,MON-A,955917,Available,,,,,
AL,Lowndes,Letohatchee,36047,1396,MON-A,955917,Available,,,,,
AL,Barbour,Louisville,36048,1459,HUN-A,955917,Available,,,,,
AL,Crenshaw,Luverne,36049,5706,MON-A,955917,Available,,,,,
AL,Autauga,Marbury,36051,2304,MON-A,955917,Available,,,,,
AL,Montgomery,Mathews,36052,739,MON-A,955917,Available,,,,,
AL,Bullock,Midway,36053,1967,MON-A,955917,Available,,,,,
AL,Elmore,Millbrook,36054,15066,MON-A,955917,Available,,,,,
AL,Montgomery,Pike Road,36064,6753,MON-A,955917,Available,,,,,
AL,Autauga,Prattville,36066,19089,MON-A,955917,Available,,,,,
AL,Autauga,Prattville,36067,26954,MON-A,955917,Available,,,,,
AL,Montgomery,Ramer,36069,1935,MON-A,955917,Available,,,,,
AL,Crenshaw,Rutledge,36071,766,MON-A,955917,Available,,,,,
AL,Macon,Shorter,36075,2226,MON-A,955917,Available,,,,,
AL,Elmore,Tallassee,36078,13179,MON-A,955917,Available,,,,,
AL,Pike,Troy,36079,9339,MON-A,955917,Available,,,,,
AL,Elmore,Titus,36080,2271,MON-A,955917,Available,,,,,
AL,Pike,Troy,36081,15267,MON-A,955917,Available,,,,,
AL,Pike,Troy,36082,1667,MON-A,955917,Available,,,,,
AL,Macon,Tuskegee,36083,9563,MON-A,955917,Available,,,,,
AL,Macon,Tuskegee Institute,36088,4767,MON-A,955917,Available,,,,,
AL,Bullock,Union Springs,36089,8760,MON-A,955917,Available,,,,,
AL,Autauga,Verbena,36091,3648,MON-A,955917,Available,,,,,
AL,Elmore,Wetumpka,36092,20274,MON-A,955917,Available,,,,,
AL,Elmore,Wetumpka,36093,9456,MON-A,955917,Available,,,,,
AL,Montgomery,Montgomery,36104,9468,MON-A,955917,Available,,,,,
AL,Montgomery,Montgomery,36105,12043,MON-A,955917,Available,,,,,
AL,Montgomery,Montgomery,36106,15211,MON-A,955917,Available,,,,,
AL,Montgomery,Montgomery,36107,9589,MON-A,955917,Available,,,,,
AL,Montgomery,Montgomery,36108,21306,MON-A,955917,Available,,,,,
AL,Montgomery,Montgomery,36109,24777,MON-A,955917,Available,,,,,
AL,Montgomery,Montgomery,36110,12997,MON-A,955917,Available,,,,,
AL,Montgomery,Montgomery,36111,12176,MON-A,955917,Available,,,,,
AL,Montgomery,Montgomery,36112,553,MON-A,955917,Available,,,,,
AL,Montgomery,Montgomery,36113,1902,MON-A,955917,Available,,,,,
AL,Montgomery,Montgomery,36115,623,MON-A,955917,Available,,,,,
AL,Montgomery,Montgomery,36116,43790,MON-A,955917,Available,,,,,
AL,Montgomery,Montgomery,36117,50268,MON-A,955917,Available,,,,,
AL,Calhoun,Anniston,36201,20156,MON-A,955917,Available,,,,,
AL,Calhoun,Oxford,36203,18799,MON-A,955917,Available,,,,,
AL,Calhoun,Anniston,36205,635,MON-A,955917,Available,,,,,
AL,Calhoun,Anniston,36206,11427,MON-A,955917,Available,,,,,
AL,Calhoun,Anniston,36207,19801,MON-A,955917,Available,,,,,
AL,Calhoun,Alexandria,36250,4603,MON-A,955917,Available,,,,,
AL,Clay,Ashland,36251,5103,MON-A,955917,Available,,,,,
AL,Clay,Cragford,36255,969,MON-A,955917,Available,,,,,
AL,Tallapoosa,Daviston,36256,1570,MOB-A,955917,Available,,,,,
AL,Clay,Delta,36258,1599,MON-A,955917,Available,,,,,
AL,Calhoun,Eastaboga,36260,4247,MON-A,955917,Available,,,,,
AL,Cleburne,Fruithurst,36262,1448,MON-A,955917,Available,,,,,
AL,Randolph,Graham,36263,658,MON-A,955917,Available,,,,,
AL,Cleburne,Heflin,36264,8659,MON-A,955917,Available,,,,,
AL,Calhoun,Jacksonville,36265,21060,MON-A,955917,Available,,,,,
AL,Clay,Lineville,36266,5582,MON-A,955917,Available,,,,,
AL,Clay,Millerville,36267,35,MON-A,955917,Available,,,,,
AL,Talladega,Munford,36268,5432,BIR-A,955917,Available,,,,,
AL,Cleburne,Muscadine,36269,1395,MON-A,955917,Available,,,,,
AL,Calhoun,Ohatchee,36271,6023,MON-A,955917,Available,,,,,
AL,Etowah,Piedmont,36272,13389,HUN-A,955917,Available,,,,,
AL,Cleburne,Ranburne,36273,2914,MON-A,955917,Available,,,,,
AL,Randolph,Roanoke,36274,11199,MON-A,955917,Available,,,,,
AL,Randolph,Wadley,36276,2592,MON-A,955917,Available,,,,,
AL,Calhoun,Weaver,36277,5420,MON-A,955917,Available,,,,,
AL,Randolph,Wedowee,36278,4366,MON-A,955917,Available,,,,,
AL,Calhoun,Wellington,36279,2645,MON-A,955917,Available,,,,,
AL,Randolph,Woodland,36280,3932,MON-A,955917,Available,,,,,
AL,Houston,Dothan,36301,35759,MON-A,955917,Available,,,,,
AL,Houston,Dothan,36303,30217,MON-A,955917,Available,,,,,
AL,Houston,Dothan,36305,14470,MON-A,955917,Available,,,,,
AL,Henry,Abbeville,36310,6783,MON-A,955917,Available,,,,,
AL,Coffee,Ariton,36311,2770,MON-A,955917,Available,,,,,
AL,Houston,Ashford,36312,6187,MON-A,955917,Available,,,,,
AL,Geneva,Bellwood,36313,285,MON-A,955917,Available,,,,,
AL,Geneva,Black,36314,595,MON-A,955917,Available,,,,,
AL,Geneva,Chancellor,36316,1722,MON-A,955917,Available,,,,,
AL,Barbour,Clopton,36317,590,HUN-A,955917,Available,,,,,
AL,Geneva,Coffee Springs,36318,1296,MON-A,955917,Available,,,,,
AL,Houston,Columbia,36319,2276,MON-A,955917,Available,,,,,
AL,Houston,Cottonwood,36320,3837,MON-A,955917,Available,,,,,
AL,Houston,Cowarts,36321,1632,MON-A,955917,Available,,,,,
AL,Dale,Daleville,36322,9072,MON-A,955917,Available,,,,,
AL,Coffee,Elba,36323,8255,MON-A,955917,Available,,,,,
AL,Coffee,Enterprise,36330,35530,MON-A,955917,Available,,,,,
AL,Geneva,Geneva,36340,5490,MON-A,955917,Available,,,,,
AL,Houston,Gordon,36343,1579,MON-A,955917,Available,,,,,
AL,Geneva,Hartford,36344,5732,MON-A,955917,Available,,,,,
AL,Henry,Headland,36345,7822,MON-A,955917,Available,,,,,
AL,Coffee,Jack,36346,1456,MON-A,955917,Available,,,,,
AL,Dale,Midland City,36350,6540,MON-A,955917,Available,,,,,
AL,Coffee,New Brockton,36351,3146,MON-A,955917,Available,,,,,
AL,Houston,Newton,36352,4885,MON-A,955917,Available,,,,,
AL,Henry,Newville,36353,1968,MON-A,955917,Available,,,,,
AL,Dale,Ozark,36360,20157,MON-A,955917,Available,,,,,
AL,Dale,Fort Rucker,36362,4637,MON-A,955917,Available,,,,,
AL,Houston,Pansey,36370,972,MON-A,955917,Available,,,,,
AL,Dale,Pinckard,36371,720,MON-A,955917,Available,,,,,
AL,Henry,Shorterville,36373,581,MON-A,955917,Available,,,,,
AL,Dale,Skipperville,36374,970,MON-A,955917,Available,,,,,
AL,Geneva,Slocomb,36375,7390,MON-A,955917,Available,,,,,
AL,Houston,Webb,36376,2445,MON-A,955917,Available,,,,,
AL,Conecuh,Evergreen,36401,8314,MON-A,955917,Available,,,,,
AL,Covington,Andalusia,36420,10673,MON-A,955917,Available,,,,,
AL,Covington,Andalusia,36421,9241,MON-A,955917,Available,,,,,
AL,Monroe,Beatrice,36425,1008,MON-A,955917,Available,,,,,
AL,Escambia,Brewton,36426,16202,MON-A,955917,Available,,,,,
AL,Conecuh,Castleberry,36432,2420,MON-A,955917,Available,,,,,
AL,Wilcox,Coy,36435,579,MOB-A,955917,Available,,,,,
AL,Clarke,Dickinson,36436,531,MON-A,955917,Available,,,,,
AL,Monroe,Excel,36439,583,MON-A,955917,Available,,,,,
AL,Escambia,Flomaton,36441,3576,MON-A,955917,Available,,,,,
AL,Covington,Florala,36442,3555,MON-A,955917,Available,,,,,
AL,Monroe,Franklin,36444,702,MON-A,955917,Available,,,,,
AL,Monroe,Frisco City,36445,5050,MON-A,955917,Available,,,,,
AL,Clarke,Fulton,36446,490,MON-A,955917,Available,,,,,
AL,Clarke,Grove Hill,36451,4977,MON-A,955917,Available,,,,,
AL,Coffee,Kinston,36453,2198,MON-A,955917,Available,,,,,
AL,Conecuh,Lenox,36454,51,MON-A,955917,Available,,,,,
AL,Covington,Lockhart,36455,465,MON-A,955917,Available,,,,,
AL,Butler,Mc Kenzie,36456,1820,HUN-A,955917,Available,,,,,
AL,Monroe,Monroeville,36460,10738,MON-A,955917,Available,,,,,
AL,Covington,Opp,36467,10058,MON-A,955917,Available,,,,,
AL,Monroe,Perdue Hill,36470,98,MON-A,955917,Available,,,,,
AL,Monroe,Peterman,36471,1257,MON-A,955917,Available,,,,,
AL,Conecuh,Range,36473,106,MON-A,955917,Available,,,,,
AL,Covington,Red Level,36474,2926,MON-A,955917,Available,,,,,
AL,Conecuh,Repton,36475,2208,MON-A,955917,Available,,,,,
AL,Covington,River Falls,36476,51,MON-A,955917,Available,,,,,
AL,Geneva,Samson,36477,4946,MON-A,955917,Available,,,,,
AL,Monroe,Uriah,36480,1773,MON-A,955917,Available,,,,,
AL,Monroe,Vredenburgh,36481,593,MON-A,955917,Available,,,,,
AL,Clarke,Whatley,36482,1090,MON-A,955917,Available,,,,,
AL,Covington,Wing,36483,536,MON-A,955917,Available,,,,,
AL,Escambia,Atmore,36502,18355,MON-A,955917,Available,,,,,
AL,Mobile,Axis,36505,1481,MOB-A,955917,Available,,,,,
AL,Baldwin,Bay Minette,36507,19090,MOB-A,955917,Available,,,,,
AL,Mobile,Bayou La Batre,36509,1983,MOB-A,955917,Available,,,,,
